1.603475e+02	1.301600e+02
1.603475e+02	1.301600e+02
1.629913e+02	1.303288e+02
1.656935e+02	1.305659e+02
1.677632e+02	1.310907e+02
1.697591e+02	1.323339e+02
1.717817e+02	1.340121e+02
1.736516e+02	1.351462e+02
1.758893e+02	1.356903e+02
1.782073e+02	1.356384e+02
1.808460e+02	1.351471e+02
1.835512e+02	1.346167e+02
1.862372e+02	1.340734e+02
1.889060e+02	1.335419e+02
1.913318e+02	1.333482e+02
1.933871e+02	1.337700e+02
1.951776e+02	1.348720e+02
1.971224e+02	1.367067e+02
1.990669e+02	1.385625e+02
2.009612e+02	1.404550e+02
2.028244e+02	1.424115e+02
2.047529e+02	1.444532e+02
2.065647e+02	1.464731e+02
2.082443e+02	1.485434e+02
2.092847e+02	1.504325e+02
2.096455e+02	1.525561e+02
2.096076e+02	1.553155e+02
2.095641e+02	1.579337e+02
2.094079e+02	1.605855e+02
2.091762e+02	1.632099e+02
2.089508e+02	1.658815e+02
2.087281e+02	1.684753e+02
2.084374e+02	1.712194e+02
2.081306e+02	1.738832e+02
2.077566e+02	1.764970e+02
2.072915e+02	1.791137e+02
2.067116e+02	1.817617e+02
2.060309e+02	1.844051e+02
2.053928e+02	1.869698e+02
2.046001e+02	1.893137e+02
2.034085e+02	1.910627e+02
2.015298e+02	1.925793e+02
1.992269e+02	1.939605e+02
1.968450e+02	1.952474e+02
1.945100e+02	1.963705e+02
1.919821e+02	1.975507e+02
1.896069e+02	1.986163e+02
1.871500e+02	1.996646e+02
1.846295e+02	2.007535e+02
1.821059e+02	2.018400e+02
1.797892e+02	2.025729e+02
1.775559e+02	2.026735e+02
1.749553e+02	2.023454e+02
1.723192e+02	2.020286e+02
1.696446e+02	2.016820e+02
1.669630e+02	2.013660e+02
1.642919e+02	2.011181e+02
1.616987e+02	2.010497e+02
1.596463e+02	2.015076e+02
1.573875e+02	2.027218e+02
1.551584e+02	2.041994e+02
1.529761e+02	2.056343e+02
1.507186e+02	2.071007e+02
1.484777e+02	2.085520e+02
1.461477e+02	2.099621e+02
1.437111e+02	2.112802e+02
1.415895e+02	2.120190e+02
1.394538e+02	2.120564e+02
1.367515e+02	2.116094e+02
1.341581e+02	2.112465e+02
1.314993e+02	2.108694e+02
1.288566e+02	2.104438e+02
1.261037e+02	2.099551e+02
1.233262e+02	2.094811e+02
1.205804e+02	2.090452e+02
1.178924e+02	2.086480e+02
1.152119e+02	2.082994e+02
1.126165e+02	2.080072e+02
1.099072e+02	2.076312e+02
1.072825e+02	2.071839e+02
1.046011e+02	2.066160e+02
1.018784e+02	2.059705e+02
9.934248e+01	2.053262e+02
9.665363e+01	2.045815e+02
9.401488e+01	2.037457e+02
9.151257e+01	2.028171e+02
8.897123e+01	2.017297e+02
8.651196e+01	2.005680e+02
8.419594e+01	1.993879e+02
8.173150e+01	1.981086e+02
7.934541e+01	1.968722e+02
7.705543e+01	1.956916e+02
7.470263e+01	1.943920e+02
7.245079e+01	1.930173e+02
7.016910e+01	1.915377e+02
6.801211e+01	1.901064e+02
6.588292e+01	1.884631e+02
6.427042e+01	1.866964e+02
6.280780e+01	1.844159e+02
6.148722e+01	1.820590e+02
6.020443e+01	1.796323e+02
5.890277e+01	1.772467e+02
5.757545e+01	1.748257e+02
5.629777e+01	1.725204e+02
5.491485e+01	1.700829e+02
5.361266e+01	1.677958e+02
5.224353e+01	1.654375e+02
5.086088e+01	1.631547e+02
4.940580e+01	1.608710e+02
4.798209e+01	1.586015e+02
4.666421e+01	1.562174e+02
4.545028e+01	1.538403e+02
4.429563e+01	1.514170e+02
4.324842e+01	1.489735e+02
4.221122e+01	1.465301e+02
4.112165e+01	1.439467e+02
4.011683e+01	1.414784e+02
3.908892e+01	1.389862e+02
3.838798e+01	1.366637e+02
3.835127e+01	1.345092e+02
3.882153e+01	1.318505e+02
3.932821e+01	1.291138e+02
3.990080e+01	1.264939e+02
4.053636e+01	1.237853e+02
4.111277e+01	1.211875e+02
4.163559e+01	1.185046e+02
4.206973e+01	1.157920e+02
4.237199e+01	1.130807e+02
4.254133e+01	1.103981e+02
4.262790e+01	1.076441e+02
4.273867e+01	1.050146e+02
4.294307e+01	1.024008e+02
4.320537e+01	9.982406e+01
4.355801e+01	9.716832e+01
4.403963e+01	9.460186e+01
4.476251e+01	9.203885e+01
4.581882e+01	8.967541e+01
