-1.198273e-01	-1.171425e-01	-2.992455e-04	0.000000e+00	-1.494461e-01	-4.939345e-02	0.000000e+00	-4.810906e-02	
-1.613434e-01	-1.577284e-01	-4.029238e-04	0.000000e+00	-2.012241e-01	-6.650659e-02	0.000000e+00	-6.477720e-02	
-5.265570e-02	-1.721238e-01	-9.259166e-02	0.000000e+00	-7.475017e-02	-1.797548e-01	-4.835517e-03	-1.763403e-01	
-1.279380e-02	-5.464064e-02	-1.685464e-01	-3.893674e-02	-1.910175e-02	-1.307434e-01	-9.777830e-02	-1.712239e-01	
-2.654091e-03	-1.311739e-02	-3.944332e-02	1.150174e-01	-4.093308e-03	7.455053e-02	4.508423e-02	3.149882e-02	
3.939395e-02	1.561195e-01	7.176485e-03	4.116474e-02	5.988253e-02	3.024525e-02	1.892275e-02	1.669660e-02	
1.717594e-01	8.107220e-02	3.818661e-03	1.037730e-02	2.088551e-02	7.960895e-03	5.033300e-03	4.720882e-03	
5.817815e-02	1.297980e-01	6.407458e-02	2.204981e-03	1.500855e-01	2.807848e-02	1.104724e-03	1.071673e-03	
1.435532e-02	4.223225e-02	1.224379e-01	7.429767e-02	5.129406e-02	8.221937e-02	8.343960e-02	1.562286e-01	
3.008578e-03	1.024792e-02	4.025635e-02	-2.403185e-02	1.270228e-02	2.543697e-02	-1.163477e-01	-9.793519e-02	
5.574979e-04	2.124098e-03	-2.937855e-02	-1.572794e-01	2.057953e-03	-1.348430e-01	-9.484920e-02	-9.583001e-02	
9.153494e-05	-1.676857e-02	-1.661713e-01	-8.138076e-02	-1.132617e-01	-1.503598e-01	-2.893219e-02	-2.989392e-02	
-3.107475e-02	-1.633152e-01	-8.876094e-02	-2.288331e-02	-1.039884e-01	-4.754002e-02	-6.820348e-03	-7.120425e-03	
-1.660069e-01	-1.084015e-01	-2.513996e-02	-5.179534e-03	-3.220286e-02	-1.139237e-02	-1.385791e-03	-1.457274e-03	
-1.192461e-01	-1.715678e-01	-8.080444e-03	-1.021615e-03	-2.943437e-02	-2.341336e-03	-2.497623e-04	-2.643931e-04	
-3.570757e-02	-5.578095e-02	-1.535946e-01	-1.133498e-02	-5.356342e-02	-1.390358e-01	-3.972700e-05	-7.624314e-05	
-8.343744e-03	-1.353124e-02	-5.294235e-02	-8.113142e-02	-1.756371e-02	-4.809206e-02	-1.205223e-01	-8.474566e-02	
-1.684748e-03	-2.804032e-03	-1.315484e-02	-1.272353e-01	-4.276042e-03	-1.196612e-02	-1.989951e-01	-1.608346e-01	
-3.018857e-04	-5.144641e-04	-3.656645e-03	-1.992194e-01	-8.882632e-04	-6.050356e-02	-1.701471e-01	-1.705756e-01	
-4.768829e-05	-8.353404e-05	-5.078430e-02	-1.863342e-01	-1.633234e-04	-1.436058e-01	-9.113851e-02	-1.097530e-01	
-6.325741e-06	-1.156493e-05	-1.704159e-01	-7.216381e-02	-7.295106e-02	-1.572134e-01	-2.582941e-02	-3.226423e-02	
-5.809128e-07	-8.983864e-02	-1.534834e-01	-1.870859e-02	-1.840881e-01	-6.543722e-02	-5.870675e-03	-7.471389e-03	
-2.228220e-02	-1.899442e-01	-6.537000e-02	-4.044451e-03	-1.325727e-01	-1.736165e-02	-1.161563e-03	-1.498810e-03	
-9.397960e-02	-1.700407e-01	-1.746435e-02	-7.693546e-04	-6.725767e-02	-3.804983e-03	-2.041513e-04	-2.669296e-04	
-3.180811e-02	-6.720138e-02	-1.622643e-01	-1.299479e-04	-8.180393e-02	-9.464411e-02	-3.149802e-05	-4.185752e-05	
-7.846125e-03	-1.753961e-02	-5.562914e-02	-1.584728e-01	-2.607054e-02	-3.266243e-02	-1.588226e-01	-1.096174e-01	
-1.644050e-03	-3.807053e-03	-1.379289e-02	-2.137196e-01	-6.269506e-03	-9.908150e-03	-2.124413e-01	-1.682384e-01	
-3.045930e-04	-7.265883e-04	-2.899810e-03	-2.275125e-01	-1.291600e-03	-4.857813e-03	-2.253497e-01	-1.724196e-01	
-5.000091e-05	-1.231493e-04	-5.388105e-04	-2.268522e-01	-2.357336e-04	-1.489520e-03	-2.295397e-01	-1.675096e-01	
-7.035543e-06	-1.812547e-05	-8.873419e-05	-2.297091e-01	-3.804800e-05	-4.117139e-03	-2.232975e-01	-1.880671e-01	
-7.487228e-07	-2.120312e-06	-3.187212e-02	-1.984464e-01	-5.220093e-06	-6.340923e-02	-1.639080e-01	-2.056225e-01	
-2.177133e-08	-1.224018e-07	-6.161343e-02	-1.534859e-01	-5.234579e-07	-1.108890e-01	-1.020343e-01	-1.918477e-01	
1.774616e-08	2.920853e-08	-1.140997e-01	-1.022094e-01	-5.044181e-09	-1.755497e-01	-4.548976e-02	-1.235258e-01	
6.883796e-09	1.425405e-08	-1.761093e-01	-4.161857e-02	-1.636650e-03	-2.140827e-01	-1.231429e-02	-4.849122e-02	
1.785598e-09	3.951982e-09	-2.135570e-01	-1.157287e-02	-1.822127e-02	-2.003955e-01	-2.729999e-03	-1.364622e-02	
3.861386e-10	-1.115975e-02	-2.094281e-01	-2.603875e-03	-7.081150e-02	-1.316342e-01	-5.299186e-04	-3.090090e-03	
7.347269e-11	-2.183927e-02	-1.925262e-01	-5.112637e-04	-9.727442e-02	-1.116013e-01	-9.138904e-05	-6.096897e-04	
1.241339e-11	-1.254824e-01	-1.084380e-01	-8.918577e-05	-1.882685e-01	-3.838344e-02	-1.376442e-05	-1.068644e-04	
-4.540188e-02	-1.814544e-01	-3.106721e-02	-1.363116e-05	-1.020496e-01	-9.529056e-03	-1.682105e-06	-1.643173e-05	
-1.573020e-02	-1.860543e-01	-5.255229e-02	-1.710353e-06	-1.850300e-01	-4.530030e-03	-1.178790e-07	-2.083533e-06	
-3.916463e-03	-5.833257e-02	-7.304942e-02	-1.102550e-01	-6.065970e-02	-8.401869e-02	-5.553367e-02	-1.139673e-01	
-8.256104e-04	-1.392599e-02	-2.353410e-02	-8.353347e-02	-1.476686e-02	-2.895659e-02	-1.074651e-01	-1.178112e-01	
-1.537616e-04	-2.854614e-03	-5.686411e-03	-6.297620e-02	-3.067343e-03	-7.194618e-03	-1.813931e-01	-1.789318e-01	
-2.538698e-05	-5.186558e-04	-1.175249e-03	-1.090562e-01	-5.639578e-04	-8.517159e-03	-2.180353e-01	-2.168331e-01	
-3.602201e-06	-8.327784e-05	-1.064964e-02	-1.944758e-01	-9.178820e-05	-9.206132e-02	-1.865558e-01	-2.103768e-01	
-3.905580e-07	-1.133458e-05	-1.164402e-01	-1.381323e-01	-1.275299e-05	-1.904270e-01	-7.075604e-02	-1.040692e-01	
-1.364550e-08	-1.114217e-06	-1.974827e-01	-6.734391e-02	-6.608242e-03	-2.216856e-01	-1.821336e-02	-4.440439e-02	
8.463957e-09	-3.045499e-02	-2.006741e-01	-1.866675e-02	-5.749526e-02	-1.686415e-01	-3.920420e-03	-1.201628e-02	
3.393368e-09	-6.791816e-02	-1.547858e-01	-4.192752e-03	-8.825726e-02	-1.307128e-01	-7.431091e-04	-2.663407e-03	
8.898037e-10	-8.849853e-02	-1.208405e-01	-8.221492e-04	-9.823608e-02	-1.143617e-01	-1.250441e-04	-5.169125e-04	
1.936707e-10	-2.836768e-02	-1.292054e-01	-4.939419e-02	-3.105443e-02	-8.607336e-02	-8.310699e-02	-1.493013e-01	
3.704588e-11	-6.839267e-03	-4.068371e-02	1.099884e-01	-7.441233e-03	-5.732376e-03	1.160041e-01	1.065832e-01	
6.293626e-12	-1.411413e-03	3.965486e-02	1.548128e-01	-1.529225e-03	1.267434e-01	8.194117e-02	1.116131e-01	
9.292487e-13	-2.580004e-04	1.592280e-01	7.064506e-02	2.100739e-02	1.973525e-01	2.447161e-02	3.850876e-02	
1.093767e-13	4.389567e-02	1.778131e-01	1.924707e-02	1.311297e-01	1.184150e-01	5.710896e-03	9.572074e-03	
6.508576e-15	1.125503e-01	1.169688e-01	4.282315e-03	1.868117e-01	5.198351e-02	1.152066e-03	2.015708e-03	
-1.439355e-15	1.959792e-01	3.548308e-02	8.335783e-04	2.118351e-01	1.401087e-02	2.062580e-04	3.750634e-04	
-7.185237e-16	1.218528e-01	9.356372e-02	1.441651e-04	1.617387e-01	5.206611e-02	3.254864e-05	6.186323e-05	
-2.003276e-16	3.559835e-02	3.184686e-02	1.562290e-01	4.888190e-02	1.756589e-02	1.588229e-01	3.241507e-02	
-4.513750e-17	8.217859e-03	7.873601e-03	-6.045299e-02	1.147295e-02	4.117863e-03	-1.037930e-01	-1.452125e-01	
-8.872250e-18	1.644822e-03	-3.161915e-02	-1.525444e-01	2.323929e-03	-9.029998e-02	-1.071226e-01	-1.363653e-01	
-1.549347e-18	2.923046e-04	-1.145086e-01	-1.021626e-01	4.176466e-04	-1.901862e-01	-3.480158e-02	-5.162181e-02	
-2.371230e-19	-8.568436e-03	-1.902709e-01	-3.024345e-02	-8.813813e-02	-1.272128e-01	-8.439339e-03	-1.327926e-02	
